index,project name,street name,tenure,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace,type of sale_New Sale,type of sale_Resale,type of sale_Sub Sale
4923,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3062000.0,-,1615.0,Land,-,1896.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4924,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3062000.0,-,1615.0,Land,-,1896.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4925,TAI PENG GARDENS,JALAN RENGKAM,999,1.0,3060000.0,-,2034.0,Land,-,1504.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4926,LANDED HOUSING DEVELOPMENT,JAGO CLOSE,999,1.0,3060000.0,-,1795.0,Land,-,1704.0,Mar-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4927,MIMOSA GARDENS,MIMOSA WALK,999,1.0,3060000.0,-,3144.0,Land,-,973.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4928,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3060000.0,-,1615.0,Land,-,1895.0,Aug-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4929,BELGRAVIA PARK,SELETAR TERRACE,999,1.0,3060000.0,-,2143.0,Land,-,1428.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4930,THE SPRINGSIDE,SPRINGSIDE VIEW,999,1.0,3060000.0,-,1952.0,Land,-,1568.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4931,ELIAS TERRACE,ELIAS TERRACE,859,1.0,3060000.0,-,2385.0,Land,-,1283.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4932,PAVILION PARK,PAVILION VIEW,999,1.0,3060000.0,-,2153.0,Land,-,1421.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4933,CHIP THYE GARDEN,YIO CHU KANG GARDENS,999,1.0,3060000.0,-,1925.0,Land,-,1590.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4934,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3058000.0,-,1615.0,Land,-,1894.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4935,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3058000.0,-,1615.0,Land,-,1894.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4936,PAVILION PARK,PAVILION STREET,999,1.0,3058000.0,-,2153.0,Land,-,1420.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4937,LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,999,1.0,3055000.0,-,2267.0,Land,-,1348.0,Oct-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4938,MICHAELS' RESIDENCES,ALMOND STREET,90,1.0,3052000.0,-,2235.0,Land,-,1366.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4939,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,999,1.0,3050000.0,-,2650.0,Land,-,1151.0,Jun-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4940,SELETAR HILLS ESTATE,JALAN LAKUM,857,1.0,3050000.0,-,2520.0,Land,-,1210.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4941,LANDED HOUSING DEVELOPMENT,CLOVER RISE,999,1.0,3050000.0,-,1869.0,Land,-,1632.0,Nov-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4942,LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,999,1.0,3050000.0,-,1652.0,Land,-,1846.0,Oct-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4943,LANDED HOUSING DEVELOPMENT,NALLUR ROAD,999,1.0,3050000.0,-,1639.0,Land,-,1860.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4944,SELETAR HILLS ESTATE,JALAN REDOP,857,1.0,3050000.0,-,3579.0,Land,-,852.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4945,LANDED HOUSING DEVELOPMENT,CLEMENTI ROAD,999,1.0,3050000.0,-,2030.0,Land,-,1502.0,Dec-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4946,LA SUISSE,SWISS VIEW,856,1.0,3050000.0,-,2547.0,Land,-,1198.0,Oct-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4947,PAVILION PARK,PAVILION VIEW,999,1.0,3050000.0,-,2263.0,Land,-,1348.0,Nov-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4948,THOMSON HILLS ESTATE,THOMSON TERRACE,999,1.0,3050000.0,-,2208.0,Land,-,1382.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4949,LANDED HOUSING DEVELOPMENT,JALAN PELATOK,999,1.0,3050000.0,-,2763.0,Land,-,1104.0,Nov-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4950,PAVILION PARK,PAVILION CIRCLE,999,1.0,3050000.0,-,2613.0,Land,-,1167.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4951,PAVILION PARK,PAVILION VIEW,999,1.0,3050000.0,-,1615.0,Land,-,1889.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4952,LANDED HOUSING DEVELOPMENT,EASTWOOD WAY,73,1.0,3050000.0,-,3536.0,Land,-,863.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4953,LANDED HOUSING DEVELOPMENT,SERAYA ROAD,999,1.0,3050000.0,-,1786.0,Land,-,1708.0,Dec-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4954,THE SPRINGSIDE,SPRINGSIDE AVENUE,999,1.0,3050000.0,-,1713.0,Land,-,1781.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4955,PEAKVIEW ESTATE,JALAN PARI UNAK,999,1.0,3050000.0,-,1986.0,Land,-,1536.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4956,TAI KENG GARDENS,TAI KENG AVENUE,999,1.0,3050000.0,-,1786.0,Land,-,1708.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4957,SERANGOON GARDEN ESTATE,HYTHE ROAD,933,1.0,3050000.0,-,2166.0,Land,-,1408.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4958,LANDED HOUSING DEVELOPMENT,PALM GROVE AVENUE,856,1.0,3050000.0,-,3231.0,Land,-,944.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4959,HAUS@SERANGOON GARDEN,SERANGOON GARDEN DRIVE,89,1.0,3050000.0,-,2268.0,Land,-,1345.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4960,SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,933,1.0,3050000.0,-,2796.0,Land,-,1091.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4961,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3050000.0,-,1615.0,Land,-,1889.0,Aug-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4962,LANDED HOUSING DEVELOPMENT,PULASAN ROAD,999,1.0,3050000.0,-,1816.0,Land,-,1680.0,Apr-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4963,HAZEL PARK TERRACE,HAZEL PARK TERRACE,860,1.0,3050000.0,-,2398.0,Land,-,1272.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4964,TAI HWAN PARK,TAI HWAN DRIVE,999,1.0,3050000.0,-,1701.0,Land,-,1793.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4965,LANDED HOUSING DEVELOPMENT,CLOVER WAY,999,1.0,3050000.0,-,2412.0,Land,-,1264.0,Aug-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4966,TOH TUCK GARDEN,TOH TUCK CRESCENT,999,1.0,3050000.0,-,2634.0,Land,-,1158.0,Mar-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4967,SEASIDE PARK,JALAN SELENDANG DELIMA,999,1.0,3050000.0,-,1720.0,Land,-,1773.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4968,SERANGOON GARDEN ESTATE,FARLEIGH AVENUE,931,1.0,3050000.0,-,2953.0,Land,-,1033.0,Sep-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4969,CLEMENTI GREEN,CLEMENTI CRESCENT,999,1.0,3050000.0,-,2448.0,Land,-,1246.0,Dec-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4970,MALAYSIA PARK,LORONG MELAYU,999,1.0,3050000.0,-,2024.0,Land,-,1507.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4971,LANDED HOUSING DEVELOPMENT,HOOT KIAM ROAD,999,1.0,3050000.0,-,1715.0,Land,-,1779.0,Sep-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4972,PAVILION PARK,PAVILION CIRCLE,999,1.0,3050000.0,-,1733.0,Land,-,1760.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4973,LANDED HOUSING DEVELOPMENT,JALAN JENDELA,999,1.0,3050000.0,-,3849.0,Land,-,792.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4974,CORAL PARK,PEMIMPIN PLACE,999,1.0,3050000.0,-,1680.0,Land,-,1815.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4975,WINDSOR PARK ESTATE,CAPRICORN DRIVE,999,1.0,3050000.0,-,2432.0,Land,-,1254.0,Oct-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4976,LANDED HOUSING DEVELOPMENT,HOOT KIAM ROAD,999,1.0,3050000.0,-,1579.0,Land,-,1932.0,Aug-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4977,SEMBAWANG HILLS ESTATE,JALAN MENARONG,999,1.0,3050000.0,-,3277.0,Land,-,931.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4978,LANDED HOUSING DEVELOPMENT,BRADDELL ROAD,999,1.0,3050000.0,-,2053.0,Land,-,1486.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4979,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,856,1.0,3050000.0,-,1426.0,Land,-,2139.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4980,SERANGOON GARDEN ESTATE,PORTCHESTER AVENUE,932,1.0,3050000.0,-,2158.0,Land,-,1413.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4981,LANDED HOUSING DEVELOPMENT,ONAN ROAD,999,1.0,3050000.0,-,1948.0,Land,-,1565.0,Jul-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4982,LANDED HOUSING DEVELOPMENT,BEDOK TERRACE,856,1.0,3050000.0,-,2537.0,Land,-,1202.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4983,MIMOSA TERRACE,MIMOSA VIEW,999,1.0,3050000.0,-,2581.0,Land,-,1182.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4984,SERANGOON GARDEN ESTATE,HYTHE ROAD,933,1.0,3050000.0,-,2700.0,Land,-,1130.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4985,YONG SENG ESTATE,JALAN SENANG,999,1.0,3050000.0,-,2641.0,Land,-,1155.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4986,BELGRAVIA PARK,SELETAR TERRACE,999,1.0,3050000.0,-,3231.0,Land,-,944.0,Jun-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4987,LANDED HOUSING DEVELOPMENT,JALAN BELANGKAS,999,1.0,3050000.0,-,3761.0,Land,-,811.0,Jan-2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4988,WELLINGTON PARK,ELLINGTON SQUARE,999,1.0,3050000.0,-,1860.0,Land,-,1640.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4989,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,999,1.0,3050000.0,-,2242.0,Land,-,1360.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4990,CLEMENTI GREEN,CLEMENTI CRESCENT,999,1.0,3050000.0,-,2450.0,Land,-,1245.0,Aug-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4991,WEST COAST GARDENS,WEST COAST PLACE,863,1.0,3047000.0,-,1978.0,Land,-,1540.0,Feb-2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4992,LANDED HOUSING DEVELOPMENT,LORONG TANGGAM,857,1.0,3040000.0,-,3026.0,Land,-,1005.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4993,HAUS@SERANGOON GARDEN,SERANGOON GARDEN RISE,89,1.0,3040000.0,-,2186.0,Land,-,1391.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4994,FLORIDA PARK,SUNRISE DRIVE,999,1.0,3040000.0,-,3361.0,Land,-,905.0,Jan-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4995,SERANGOON GARDEN ESTATE,TAVISTOCK AVENUE,932,1.0,3038000.0,-,2735.0,Land,-,1111.0,Jan-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4996,GREEN SPRINGS,GERALD CRESCENT,857,1.0,3038000.0,-,2546.0,Land,-,1193.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4997,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3038000.0,-,1615.0,Land,-,1882.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4998,SERANGOON GARDEN ESTATE,YORK PLACE,932,1.0,3038000.0,-,3192.0,Land,-,952.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4999,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3038000.0,-,1615.0,Land,-,1882.0,Jan-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5000,LUXUS HILLS,LUXUS HILL DRIVE,857,1.0,3038000.0,-,1615.0,Land,-,1882.0,Nov-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5001,LANDED HOUSING DEVELOPMENT,JOO CHIAT AVENUE,999,1.0,3038000.0,-,1662.0,Land,-,1828.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5002,MICHAELS' RESIDENCES,ALMOND STREET,90,1.0,3033000.0,-,2241.0,Land,-,1353.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5003,BANYAN PARK,CHWEE CHIAN ROAD,999,1.0,3030000.0,-,2152.0,Land,-,1408.0,Apr-2017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5004,LANDED HOUSING DEVELOPMENT,JALAN BULOH PERINDU,999,1.0,3030000.0,-,1804.0,Land,-,1680.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5005,MICHAELS' RESIDENCES,ALMOND STREET,90,1.0,3030000.0,-,2235.0,Land,-,1356.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5006,LANDED HOUSING DEVELOPMENT,UPPER BEDOK ROAD,999,1.0,3030000.0,-,3467.0,Land,-,874.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5007,EAST COAST PARK,SECOND STREET,999,1.0,3030000.0,-,1681.0,Land,-,1802.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5008,MERA GARDENS,ALMOND STREET,72,1.0,3030000.0,-,5957.0,Land,-,509.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5009,TAI KENG GARDENS,TAI KENG TERRACE,999,1.0,3030000.0,-,1785.0,Land,-,1698.0,Sep-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5010,LANDED HOUSING DEVELOPMENT,BUNGA RAMPAI PLACE,999,1.0,3030000.0,-,2167.0,Land,-,1398.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5011,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,86,1.0,3030000.0,-,4477.0,Land,-,677.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5012,SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,934,1.0,3030000.0,-,2800.0,Land,-,1082.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5013,MICHAELS' RESIDENCES,ALMOND AVENUE,90,1.0,3030000.0,-,2220.0,Land,-,1365.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5014,SERANGOON GARDEN ESTATE,BURGHLEY DRIVE,934,1.0,3030000.0,-,2627.0,Land,-,1153.0,Dec-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5015,MERA TERRACE,SEAGULL WALK,999,1.0,3030000.0,-,2158.0,Land,-,1404.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5016,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,999,1.0,3030000.0,-,2087.0,Land,-,1452.0,May-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5017,LENTOR VILLAS,LENTOR CRESCENT,999,1.0,3030000.0,-,3100.0,Land,-,977.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5018,THE SPRINGSIDE,SPRINGSIDE VIEW,999,1.0,3030000.0,-,2009.0,Land,-,1509.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5019,SELETAR HILLS ESTATE,JALAN REDOP,857,1.0,3030000.0,-,3440.0,Land,-,881.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5020,PEAKVIEW ESTATE,JALAN PARI KIKIS,999,1.0,3030000.0,-,2203.0,Land,-,1375.0,Sep-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5021,OASIS @ MULBERRY,MULBERRY AVENUE,999,1.0,3028888.0,-,2425.0,Land,-,1249.0,Apr-2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5022,SERANGOON GARDEN ESTATE,BLANDFORD DRIVE,933,1.0,3028000.0,-,2800.0,Land,-,1082.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5023,PROSPER GARDENS,BEDOK GARDEN,999,1.0,3028000.0,-,2127.0,Land,-,1424.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5024,LANDED HOUSING DEVELOPMENT,NIVEN ROAD,999,1.0,3028000.0,-,908.0,Land,-,3333.0,Jan-2021,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5025,THE SPRINGSIDE,SPRINGSIDE AVENUE,999,1.0,3026000.0,-,1713.0,Land,-,1767.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5026,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,999,1.0,3025000.0,-,1501.0,Land,-,2016.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
